scene,method,n_cells,rmse,mae,bias,corr,psnr,scene_class,region_id
region__water__lake_michigan,richardson_lucy,29909,0.00040918193669922946,0.00031313195834213776,2.6829747427147176e-06,0.717054356969377,21.91307397087893,water,lake_michigan
region__water__lake_tahoe,psf_aware,28786,0.00035026754366176017,0.0002671473423925559,6.874433723895321e-07,0.7214092916220545,27.227919809613844,water,lake_tahoe
region__water__lake_tahoe,classical_nearest,28786,0.00039376843906248777,0.0003046158607199071,5.949619099817963e-07,0.6407348252209442,26.211099664014323,water,lake_tahoe
region__water__lake_tahoe,classical_linear,28786,0.0004013856384994861,0.0003112908574903244,5.921733048201935e-07,0.6248273784389786,26.044681156002664,water,lake_tahoe
region__water__lake_tahoe,classical_cubic,28786,0.0003881055543325856,0.00029996619683778114,6.324209480796247e-07,0.6557217808118648,26.33692058223744,water,lake_tahoe
region__water__lake_tahoe,richardson_lucy,28786,0.0003635705505223284,0.0002779494280576691,8.674731787328055e-07,0.6998001866418351,26.904143788994514,water,lake_tahoe
region__water__lake_taupo,psf_aware,28823,3.820470494672165e-05,1.997246370422731e-06,1.8197078119056384e-07,0.976954735163979,49.106192913432125,water,lake_taupo
region__water__lake_taupo,classical_nearest,28823,6.352493722979794e-05,2.31598795252105e-06,-4.8936463459271926e-08,0.9435914519680721,44.689645021569184,water,lake_taupo
region__water__lake_taupo,classical_linear,28823,6.702956938479578e-05,2.6700092559845035e-06,3.279855203968059e-08,0.9413763366030354,44.22320132566499,water,lake_taupo
region__water__lake_taupo,classical_cubic,28823,5.588431227863036e-05,2.1467193054127458e-06,6.545368468822087e-09,0.9584610320450512,45.80273169728609,water,lake_taupo
region__water__lake_taupo,richardson_lucy,28823,6.467495705195487e-05,2.2055039919628207e-06,-6.235855020425829e-07,0.9452968578414747,44.53380693350576,water,lake_taupo
region__water__lake_titicaca,psf_aware,29007,0.0006574266530750461,0.0005012123282717159,-1.38382353259739e-06,0.9402364093840031,28.14923954473361,water,lake_titicaca
region__water__lake_titicaca,classical_nearest,29007,0.0008664478247889259,0.0006503064805716836,-2.159161487595595e-06,0.8975330131015894,25.751337370644723,water,lake_titicaca
region__water__lake_titicaca,classical_linear,29007,0.0008871696544978535,0.0006679939995465717,-1.1023867569809087e-06,0.8942141387848459,25.546052117564102,water,lake_titicaca
region__water__lake_titicaca,classical_cubic,29007,0.0008168221536517346,0.0006182649801237215,-1.0999370546518397e-06,0.9103009343432774,26.263635524585087,water,lake_titicaca
region__water__lake_titicaca,richardson_lucy,29007,0.0007213072148591714,0.0005421951011112981,6.243953264338666e-06,0.9288561454374001,27.34378016129119,water,lake_titicaca
region__water__lake_victoria,psf_aware,28949,0.001987640726571,0.001517119267083906,4.87231488956549e-06,0.7023929580781608,22.315988156677797,water,lake_victoria
region__water__lake_victoria,classical_nearest,28949,0.0023816861763795174,0.0018733693545110864,3.910422839357913e-06,0.5727452486976079,20.745055173651444,water,lake_victoria
region__water__lake_victoria,classical_linear,28949,0.0024509104621962966,0.001933829110147809,5.157940639700559e-06,0.5409197549305835,20.49619697916274,water,lake_victoria
region__water__lake_victoria,classical_cubic,28949,0.0023581035868540075,0.0018576526543196093,4.987858791496104e-06,0.5953351219047958,20.83148831541493,water,lake_victoria
region__water__lake_victoria,richardson_lucy,28949,0.002135369666389088,0.0016616083500910236,2.8244742083299954e-06,0.6693752100618026,21.693284510252102,water,lake_victoria
