scene,psf_config,assumed_fwhm_m,snr,noise_std,lam,noise_model,rmse_vs_no_psf,rmse_std,noise_penalty,noise_penalty_std,regularization_noise_gain,regularization_noise_gain_std,regularization_noise_gain_pct,regularization_noise_gain_pct_std,n_realizations,n_cells
agriculture,minus50,6.25,50.0,0.0026345751984639025,0.1,white,0.02269495505444872,7.017777271818209e-06,0.00016257847637075434,7.017777271817764e-06,1.2442937817966695e-05,1.1650087155652646e-05,0.055022641245157544,0.051502461473133684,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,1.0,correlated,0.02323203221692518,4.92543741293269e-06,0.00014802517007458555,4.925437412933337e-06,8.619293772695394e-06,4.554810046813542e-06,0.0381655018816033,0.02016502631299635,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,1.0,white,0.02321828293925312,7.077844221143929e-06,0.00013427589240252517,7.0778442211432685e-06,4.0745521786195865e-05,1.171936346479436e-05,0.18024442001868574,0.051727782953054184,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,0.0,correlated,0.02246552143232581,4.569274661079659e-06,3.8578915459572605e-05,4.569274661079841e-06,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,0.0,white,0.02246763279418771,5.565185920406158e-06,4.069027732146943e-05,5.565185920405766e-06,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,0.001,correlated,0.02244724280141567,1.3356548007333807e-06,3.884633517783655e-05,1.335654800733379e-06,-2.674197182639393e-07,3.465610511926079e-06,-0.001193129631712095,0.01542683167354317,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,0.001,white,0.022451482691506312,3.0624541724953107e-06,4.308622526847973e-05,3.0624541724941443e-06,-2.395947947010299e-06,4.079281052220082e-06,-0.01066740641986609,0.01815585989964811,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,0.01,correlated,0.022457960985876338,1.047293011361248e-06,3.8796302775339494e-05,1.0472930113615593e-06,-2.173873157668843e-07,3.811925950810635e-06,-0.0009707081076061293,0.016968344449717877,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,0.01,white,0.022462133556267295,2.957444731280842e-06,4.296887316629639e-05,2.957444731282427e-06,-2.2785958448269526e-06,4.588005167086844e-06,-0.010145539450154933,0.020419621437765025,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,0.1,correlated,0.022570826518024414,1.0460421201316913e-06,3.844993994644649e-05,1.0460421201311714e-06,1.2897551312611443e-07,3.79864753219238e-06,0.0005710536257585261,0.016908972224748978,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,0.1,white,0.02257352740428548,2.920684780343814e-06,4.115082620751061e-05,2.9206847803439226e-06,-4.6054888604117603e-07,4.6193483543956345e-06,-0.0020537348076015544,0.02055736564316342,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,1.0,correlated,0.023120863878575326,1.063144666691806e-06,3.6856831724732185e-05,1.063144666691697e-06,1.7220837348404238e-06,3.7360553829138336e-06,0.0076624467644995625,0.016629162281504534,10,169103
agriculture,minus50,6.25,100.0,0.0013172875992319513,1.0,white,0.02311792220582225,2.742608349662555e-06,3.391515897165839e-05,2.7426083496623403e-06,6.7751183498110375e-06,4.711926686998279e-06,0.03015094918002816,0.020962268773858664,10,169103
agriculture,minus50,6.25,inf,0.0,0.0,none,0.02242694251686624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169103
agriculture,minus50,6.25,inf,0.0,0.001,none,0.02240839646623783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169103
agriculture,minus50,6.25,inf,0.0,0.01,none,0.022419164683100998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169103
agriculture,minus50,6.25,inf,0.0,0.1,none,0.022532376578077967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169103
agriculture,minus50,6.25,inf,0.0,1.0,none,0.023084007046850593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169103
agriculture,plus50,18.75,5.0,0.026345751984639027,0.0,correlated,0.04481939848136225,5.498398353932651e-05,0.012183674901731018,5.498398353932612e-05,0.0,0.0,0.0,0.0,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,0.0,white,0.17604635956226378,0.0006734184565014253,0.14341063598263254,0.0006734184565014253,0.0,0.0,0.0,0.0,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,0.001,correlated,0.04348085811752042,5.46091916510953e-05,0.012716381782063694,5.4609191651093926e-05,-0.0005327068803326757,2.4915117436497794e-06,-1.1885658749551742,0.005982932252421356,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,0.001,white,0.1585718009504378,0.0005247147445410331,0.12780732461498107,0.0005247147445410288,0.01560331136765149,0.0001731506545903836,8.862997653276139,0.06976551937833532,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,0.01,correlated,0.037921613069749054,5.349847704093802e-05,0.015560838239928728,5.349847704093898e-05,-0.003377163338197711,1.1232360555644157e-05,-7.535064963813589,0.02864053207413325,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,0.01,white,0.09100650384440458,0.0002141913918780865,0.06864572901458424,0.0002141913918780865,0.0747649069680483,0.0006148406758204506,42.46829239076702,0.20178029556780536,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,0.1,correlated,0.03481429793439827,3.3959998142489917e-05,0.016272618809876814,3.39599981424896e-05,-0.004088943908145794,2.705814529087332e-05,-9.123227228137637,0.07035283680707195,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,0.1,white,0.036021718157697634,4.66044778497424e-05,0.01748003903317618,4.6604477849743535e-05,0.12593059694945635,0.0006759727128730235,71.5322560440625,0.11279487723274162,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,1.0,correlated,0.03615330591957856,3.933730408399227e-05,0.011001794731329225,3.933730408399304e-05,0.001181880170401793,7.898413301697473e-05,2.6368143183353774,0.17336798377659637,10,169654
agriculture,plus50,18.75,5.0,0.026345751984639027,1.0,white,0.02852055547449091,5.285901892585279e-05,0.003369044286241568,5.2859018925853076e-05,0.14004159169639097,0.0006932007978564769,79.54782767856501,0.09301865154768343,10,169654
agriculture,plus50,18.75,10.0,0.013172875992319514,0.0,correlated,0.03609865845129302,4.550489366282943e-05,0.003462934871661782,4.550489366282951e-05,0.0,0.0,0.0,0.0,10,169654
agriculture,plus50,18.75,10.0,0.013172875992319514,0.0,white,0.08846866774123152,0.00029122448142231155,0.055832944161600284,0.00029122448142231334,0.0,0.0,0.0,0.0,10,169654
